Order ID	Order Date	Ship Date	Ship Mode	Customer ID	Customer Name	Segment	Country	State	Region	Product ID	Category	Sub-Category	Product Name	Sales	Quantity	Profit	Returns	Payment Mode
US-2019-156986	20-03-2019	24-03-2019	Standard Class	ZC-21910	Zuschuss Carroll	Consumer	United States	Oregon	West	OFF-PA-10002005	Office Supplies	Paper	Xerox 225	20.74	4	7.26	0	Cards
US-2019-156986	20-03-2019	24-03-2019	Standard Class	ZC-21910	Zuschuss Carroll	Consumer	United States	Oregon	West	OFF-BI-10002498	Office Supplies	Binders	Clear Mylar Reinforcing Strips	16.82	3	-12.9	0	Online
US-2019-156986	20-03-2019	24-03-2019	Standard Class	ZC-21910	Zuschuss Carroll	Consumer	United States	Oregon	West	OFF-PA-10004101	Office Supplies	Paper	Xerox 1894	10.37	2	3.63	0	Cards
CA-2019-150889	20-03-2019	22-03-2019	Second Class	PB-19105	Peter Bühler	Consumer	United States	Illinois	Central	TEC-PH-10000004	Technology	Phones	Belkin iPhone and iPad Lightning Cable	11.99	1	0.9	0	COD
CA-2019-127670	20-03-2019	24-03-2019	Standard Class	RD-19660	Robert Dilbeck	Home Office	United States	Missouri	Central	FUR-TA-10001095	Furniture	Tables	Chromcraft Round Conference Tables	697.16	4	146.4	0	Online
CA-2019-162747	20-03-2019	25-03-2019	Second Class	AH-10030	Aaron Hawkins	Corporate	United States	Mississippi	South	FUR-FU-10003691	Furniture	Furnishings	"Eldon Image Series Desk Accessories, Ebony"	86.45	7	38.04	0	COD
US-2019-133879	21-03-2019	28-03-2019	Standard Class	KT-16465	Kean Takahito	Consumer	United States	Illinois	Central	OFF-BI-10004465	Office Supplies	Binders	Avery Durable Slant Ring Binders	3.17	2	-4.75	0	Cards
US-2019-133879	21-03-2019	28-03-2019	Standard Class	KT-16465	Kean Takahito	Consumer	United States	Illinois	Central	FUR-CH-10000665	Furniture	Chairs	"Global Airflow Leather Mesh Back Chair, Black"	528.43	5	0	0	Cards
US-2019-133879	21-03-2019	28-03-2019	Standard Class	KT-16465	Kean Takahito	Consumer	United States	Illinois	Central	OFF-AR-10004956	Office Supplies	Art	Newell 33	13.39	3	1.51	0	COD
CA-2019-163153	21-03-2019	25-03-2019	Standard Class	DM-12955	Dario Medina	Corporate	United States	Texas	Central	FUR-TA-10004767	Furniture	Tables	Safco Drafting Table	99.37	2	-1.42	0	COD
CA-2019-163153	21-03-2019	25-03-2019	Standard Class	DM-12955	Dario Medina	Corporate	United States	Texas	Central	OFF-AR-10001868	Office Supplies	Art	Prang Dustless Chalk Sticks	1.34	1	0.5	0	COD
CA-2019-107615	22-03-2019	25-03-2019	First Class	RB-19645	Robert Barroso	Corporate	United States	Nevada	West	TEC-AC-10001013	Technology	Accessories	Logitech ClearChat Comfort/USB Headset H390	58.58	2	19.33	0	COD
CA-2019-118899	22-03-2019	22-03-2019	Same Day	MC-17275	Marc Crier	Consumer	United States	Washington	West	FUR-CH-10004754	Furniture	Chairs	"Global Stack Chair with Arms, Black"	167.89	7	14.69	0	Online
US-2019-164189	24-03-2019	28-03-2019	Standard Class	DR-12880	Dan Reichenbach	Corporate	United States	Oregon	West	TEC-PH-10003691	Technology	Phones	BlackBerry Q10	403.17	4	25.2	0	COD
CA-2019-113803	24-03-2019	26-03-2019	First Class	VG-21805	Vivek Grady	Corporate	United States	Indiana	Central	OFF-PA-10001994	Office Supplies	Paper	"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"	22.48	1	10.34	0	Cards
CA-2019-130911	24-03-2019	26-03-2019	Second Class	DC-12850	Dan Campbell	Consumer	United States	Ohio	East	FUR-BO-10004357	Furniture	Bookcases	O'Sullivan Living Dimensions 3-Shelf Bookcases	301.47	3	-241.18	0	COD
CA-2019-130911	24-03-2019	26-03-2019	Second Class	DC-12850	Dan Campbell	Consumer	United States	Ohio	East	OFF-AR-10000475	Office Supplies	Art	"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"	18.66	2	1.63	0	Cards
CA-2019-134887	25-03-2019	25-03-2019	Same Day	TB-21280	Toby Braunhardt	Consumer	United States	Oklahoma	Central	TEC-AC-10003832	Technology	Accessories	Logitech P710e Mobile Speakerphone	1287.45	5	244.62	0	Cards
CA-2019-120082	25-03-2019	27-03-2019	Second Class	DK-12835	Damala Kotsonis	Corporate	United States	New York	East	OFF-AR-10001955	Office Supplies	Art	Newell 319	59.52	3	17.86	0	Online
CA-2019-123666	26-03-2019	30-03-2019	Standard Class	SP-20545	Sibella Parks	Corporate	United States	New York	East	OFF-ST-10001522	Office Supplies	Storage	"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"	459.95	5	18.4	0	COD
US-2019-162677	26-03-2019	27-03-2019	First Class	DB-13210	Dean Braden	Consumer	United States	North Carolina	South	OFF-ST-10001291	Office Supplies	Storage	"Tenex Personal Self-Stacking Standard File Box, Black/Gray"	67.64	5	5.92	0	COD
US-2019-162677	26-03-2019	27-03-2019	First Class	DB-13210	Dean Braden	Consumer	United States	North Carolina	South	TEC-AC-10001314	Technology	Accessories	Case Logic 2.4GHz Wireless Keyboard	119.98	3	-18	0	COD
CA-2019-161361	26-03-2019	28-03-2019	Second Class	MV-17485	Mark Van Huff	Consumer	United States	Idaho	West	OFF-PA-10001838	Office Supplies	Paper	"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"	17.64	3	8.64	0	Online
CA-2019-161361	26-03-2019	28-03-2019	Second Class	MV-17485	Mark Van Huff	Consumer	United States	Idaho	West	OFF-BI-10002215	Office Supplies	Binders	"Wilson Jones Hanging View Binder, White, 1"""	17.04	3	5.54	0	COD
CA-2019-119074	27-03-2019	31-03-2019	Standard Class	DS-13180	David Smith	Corporate	United States	Georgia	South	FUR-FU-10004053	Furniture	Furnishings	DAX Two-Tone Silver Metal Document Frame	20.24	1	8.7	0	Online
CA-2019-119074	27-03-2019	31-03-2019	Standard Class	DS-13180	David Smith	Corporate	United States	Georgia	South	FUR-FU-10003731	Furniture	Furnishings	"Eldon Expressions Wood and Plastic Desk Accessories, Oak"	39.92	4	11.18	0	COD
CA-2019-119074	27-03-2019	31-03-2019	Standard Class	DS-13180	David Smith	Corporate	United States	Georgia	South	OFF-BI-10000962	Office Supplies	Binders	"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""	32.54	2	15.94	0	COD
CA-2019-162901	28-03-2019	31-03-2019	First Class	AS-10045	Aaron Smayling	Corporate	United States	Virginia	South	OFF-ST-10000649	Office Supplies	Storage	Hanging Personal Folder File	31.4	2	7.85	0	COD
CA-2019-131380	28-03-2019	31-03-2019	Second Class	CC-12220	Chris Cortes	Consumer	United States	California	West	OFF-ST-10002485	Office Supplies	Storage	Rogers Deluxe File Chest	87.92	4	0.88	0	COD
CA-2019-131380	28-03-2019	31-03-2019	Second Class	CC-12220	Chris Cortes	Consumer	United States	California	West	OFF-PA-10001243	Office Supplies	Paper	Xerox 1983	5.98	1	2.93	0	COD
CA-2019-152555	29-03-2019	2/4/2019	Second Class	ME-17320	Maria Etezadi	Home Office	United States	Illinois	Central	OFF-PA-10001295	Office Supplies	Paper	Computer Printout Paper with Letter-Trim Perforations	45.53	3	15.93	0	COD
CA-2019-152555	29-03-2019	2/4/2019	Second Class	ME-17320	Maria Etezadi	Home Office	United States	Illinois	Central	FUR-CH-10002965	Furniture	Chairs	"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"	844.12	6	-36.18	0	Online
CA-2019-152555	29-03-2019	2/4/2019	Second Class	ME-17320	Maria Etezadi	Home Office	United States	Illinois	Central	TEC-PH-10001254	Technology	Phones	Jabra BIZ 2300 Duo QD Duo Corded Headset	812.74	8	60.96	0	COD
CA-2019-167556	29-03-2019	2/4/2019	Standard Class	JM-15250	Janet Martin	Consumer	United States	New York	East	OFF-PA-10000466	Office Supplies	Paper	"Memo Book, 100 Message Capacity, 5 3/8” x 11”"	13.48	2	6.74	0	COD
CA-2019-167556	29-03-2019	2/4/2019	Standard Class	JM-15250	Janet Martin	Consumer	United States	New York	East	OFF-BI-10003708	Office Supplies	Binders	"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1"""	29.8	5	9.31	0	COD
CA-2019-167556	29-03-2019	2/4/2019	Standard Class	JM-15250	Janet Martin	Consumer	United States	New York	East	FUR-FU-10004848	Furniture	Furnishings	"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"	414	8	124.2	0	COD
CA-2019-167556	29-03-2019	2/4/2019	Standard Class	JM-15250	Janet Martin	Consumer	United States	New York	East	OFF-BI-10000320	Office Supplies	Binders	GBC Plastic Binding Combs	41.33	7	14.98	0	COD
CA-2019-127236	29-03-2019	2/4/2019	Standard Class	TB-21595	Troy Blackwell	Consumer	United States	Ohio	East	FUR-BO-10004015	Furniture	Bookcases	"Bush Andora Bookcase, Maple/Graphite Gray Finish"	299.98	5	-167.99	0	Online
CA-2019-127236	29-03-2019	2/4/2019	Standard Class	TB-21595	Troy Blackwell	Consumer	United States	Ohio	East	TEC-PH-10000141	Technology	Phones	Clearsounds A400	158.38	4	-36.95	0	COD
CA-2019-128258	30-03-2019	1/4/2019	First Class	CP-12085	Cathy Prescott	Corporate	United States	Connecticut	East	OFF-PA-10004156	Office Supplies	Paper	Xerox 188	11.34	1	5.56	0	COD
US-2019-151827	31-03-2019	2/4/2019	Second Class	CS-11950	Carlos Soltero	Consumer	United States	Pennsylvania	East	TEC-PH-10002789	Technology	Phones	LG Exalt	280.78	3	-60.84	0	Online
US-2019-151827	31-03-2019	2/4/2019	Second Class	CS-11950	Carlos Soltero	Consumer	United States	Pennsylvania	East	TEC-AC-10003289	Technology	Accessories	Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard	31.98	2	1.2	0	COD
CA-2019-124100	31-03-2019	6/4/2019	Standard Class	EH-13990	Erica Hackney	Consumer	United States	New York	East	FUR-CH-10003817	Furniture	Chairs	"Global Value Steno Chair, Gray"	328	6	54.67	0	COD
CA-2019-166674	1/4/2019	3/4/2019	Second Class	RB-19360	Raymond Buch	Consumer	United States	New York	East	OFF-AR-10000588	Office Supplies	Art	Newell 345	59.52	3	15.48	0	COD
CA-2019-166674	1/4/2019	3/4/2019	Second Class	RB-19360	Raymond Buch	Consumer	United States	New York	East	OFF-ST-10001469	Office Supplies	Storage	Fellowes Bankers Box Recycled Super Stor/Drawer	161.94	3	9.72	0	COD
CA-2019-166674	1/4/2019	3/4/2019	Second Class	RB-19360	Raymond Buch	Consumer	United States	New York	East	OFF-AR-10001953	Office Supplies	Art	Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener	263.88	6	71.25	0	COD
CA-2019-166674	1/4/2019	3/4/2019	Second Class	RB-19360	Raymond Buch	Consumer	United States	New York	East	OFF-AR-10003156	Office Supplies	Art	50 Colored Long Pencils	30.48	3	7.92	0	COD
CA-2019-166674	1/4/2019	3/4/2019	Second Class	RB-19360	Raymond Buch	Consumer	United States	New York	East	OFF-AR-10004974	Office Supplies	Art	Newell 342	9.84	3	2.85	0	COD
CA-2019-166674	1/4/2019	3/4/2019	Second Class	RB-19360	Raymond Buch	Consumer	United States	New York	East	TEC-PH-10002365	Technology	Phones	Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S	35.12	4	9.13	0	Online
CA-2019-103947	1/4/2019	8/4/2019	Standard Class	BB-10990	Barry Blumstein	Corporate	United States	Arizona	West	OFF-FA-10003112	Office Supplies	Fasteners	Staples	31.56	5	9.86	0	Online
CA-2019-103947	1/4/2019	8/4/2019	Standard Class	BB-10990	Barry Blumstein	Corporate	United States	Arizona	West	OFF-AP-10002350	Office Supplies	Appliances	Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector	30.14	2	3.01	0	Online
CA-2019-149902	1/4/2019	6/4/2019	Standard Class	DW-13540	Don Weiss	Consumer	United States	New York	East	OFF-AR-10002956	Office Supplies	Art	Boston 16801 Nautilus Battery Pencil Sharpener	88.04	4	22.89	0	Online
CA-2019-161473	1/4/2019	5/4/2019	Standard Class	TB-21175	Thomas Boland	Corporate	United States	New York	East	OFF-LA-10001297	Office Supplies	Labels	Avery 473	20.7	2	9.94	0	COD
CA-2019-161473	1/4/2019	5/4/2019	Standard Class	TB-21175	Thomas Boland	Corporate	United States	New York	East	OFF-SU-10001574	Office Supplies	Supplies	Acme Value Line Scissors	10.95	3	3.29	0	COD
CA-2019-161473	1/4/2019	5/4/2019	Standard Class	TB-21175	Thomas Boland	Corporate	United States	New York	East	OFF-BI-10003305	Office Supplies	Binders	Avery Hanging File Binders	14.35	3	4.66	0	COD
CA-2019-111213	1/4/2019	5/4/2019	Standard Class	FP-14320	Frank Preis	Consumer	United States	New York	East	FUR-CH-10000454	Furniture	Chairs	"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"	1317.49	6	292.78	0	COD
CA-2019-111213	1/4/2019	5/4/2019	Standard Class	FP-14320	Frank Preis	Consumer	United States	New York	East	OFF-SU-10000946	Office Supplies	Supplies	Staple remover	63.84	8	18.51	0	COD
CA-2019-111213	1/4/2019	5/4/2019	Standard Class	FP-14320	Frank Preis	Consumer	United States	New York	East	OFF-BI-10004140	Office Supplies	Binders	Avery Non-Stick Binders	3.59	1	1.12	0	COD
CA-2019-127985	1/4/2019	5/4/2019	Second Class	DB-12910	Daniel Byrd	Home Office	United States	Georgia	South	FUR-FU-10003274	Furniture	Furnishings	Regeneration Desk Collection	7.04	4	3.1	0	COD
US-2019-160206	1/4/2019	7/4/2019	Standard Class	MY-18295	Muhammed Yedwab	Corporate	United States	Wisconsin	Central	TEC-PH-10000148	Technology	Phones	Cyber Acoustics AC-202b Speech Recognition Stereo Headset	12.99	1	0.26	0	Online
CA-2019-123540	2/4/2019	6/4/2019	Second Class	DJ-13420	Denny Joy	Corporate	United States	Wisconsin	Central	FUR-CH-10000847	Furniture	Chairs	Global Executive Mid-Back Manager's Chair	1454.9	5	378.27	0	COD
CA-2019-120796	3/4/2019	7/4/2019	Standard Class	CS-11950	Carlos Soltero	Consumer	United States	Pennsylvania	East	OFF-BI-10004330	Office Supplies	Binders	"GBC Velobind Prepunched Cover Sets, Regency Series"	99.85	9	-83.21	0	COD
CA-2019-167682	3/4/2019	9/4/2019	Standard Class	ZD-21925	Zuschuss Donatelli	Consumer	United States	Indiana	Central	FUR-FU-10003799	Furniture	Furnishings	"Seth Thomas 13 1/2"" Wall Clock"	71.12	4	22.05	0	Online
CA-2019-167682	3/4/2019	9/4/2019	Standard Class	ZD-21925	Zuschuss Donatelli	Consumer	United States	Indiana	Central	TEC-PH-10000673	Technology	Phones	Plantronics Voyager Pro HD - Bluetooth Headset	259.96	4	124.78	0	COD
CA-2019-162222	3/4/2019	3/4/2019	Same Day	SR-20740	Steven Roelle	Home Office	United States	Texas	Central	OFF-PA-10003893	Office Supplies	Paper	Xerox 1962	10.27	3	3.21	0	COD
CA-2019-159142	4/4/2019	5/4/2019	First Class	ME-17320	Maria Etezadi	Home Office	United States	Virginia	South	TEC-PH-10001448	Technology	Phones	Anker Astro 15000mAh USB Portable Charger	149.97	3	6	0	COD
CA-2019-159142	4/4/2019	5/4/2019	First Class	ME-17320	Maria Etezadi	Home Office	United States	Virginia	South	OFF-PA-10001776	Office Supplies	Paper	"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"	27.81	3	13.07	0	Online
CA-2019-167115	4/4/2019	9/4/2019	Standard Class	EH-14185	Evan Henry	Consumer	United States	New York	East	OFF-BI-10004600	Office Supplies	Binders	Ibico Ibimaster 300 Manual Binding System	588.78	2	184	0	COD
CA-2019-123050	4/4/2019	8/4/2019	Second Class	BC-11125	Becky Castell	Home Office	United States	New York	East	FUR-FU-10000723	Furniture	Furnishings	"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"	82.64	2	7.44	0	Online
CA-2019-123050	4/4/2019	8/4/2019	Second Class	BC-11125	Becky Castell	Home Office	United States	New York	East	OFF-ST-10003455	Office Supplies	Storage	"Tenex File Box, Personal Filing Tote with Lid, Black"	31.02	2	8.07	0	COD
CA-2019-123050	4/4/2019	8/4/2019	Second Class	BC-11125	Becky Castell	Home Office	United States	New York	East	TEC-AC-10001109	Technology	Accessories	Logitech Trackman Marble Mouse	89.97	3	37.79	0	COD
CA-2019-159695	5/4/2019	10/4/2019	Second Class	GM-14455	Gary Mitchum	Home Office	United States	Texas	Central	OFF-ST-10003442	Office Supplies	Storage	Eldon Portable Mobile Manager	158.37	7	13.86	0	COD
CA-2019-161907	5/4/2019	9/4/2019	Standard Class	JH-16180	Justin Hirsh	Consumer	United States	Pennsylvania	East	TEC-PH-10000141	Technology	Phones	Clearsounds A400	118.78	3	-27.72	0	COD
CA-2019-161907	5/4/2019	9/4/2019	Standard Class	JH-16180	Justin Hirsh	Consumer	United States	Pennsylvania	East	OFF-SU-10000646	Office Supplies	Supplies	Premier Automatic Letter Opener	769.18	4	-163.45	0	Online
US-2019-150140	6/4/2019	10/4/2019	Standard Class	VM-21685	Valerie Mitchum	Home Office	United States	Vermont	East	TEC-PH-10002555	Technology	Phones	Nortel Meridian M5316 Digital phone	1294.75	5	336.64	0	COD
CA-2019-110499	7/4/2019	9/4/2019	First Class	YC-21895	Yoseph Carroll	Corporate	United States	California	West	TEC-CO-10002095	Technology	Copiers	Hewlett Packard 610 Color Digital Copier / Printer	1199.98	3	374.99	0	Online
CA-2019-120530	7/4/2019	12/4/2019	Standard Class	Dl-13600	Dorris liebe	Corporate	United States	New York	East	FUR-CH-10000454	Furniture	Chairs	"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"	658.75	3	146.39	0	Online
CA-2019-132899	7/4/2019	11/4/2019	Standard Class	SF-20200	Sarah Foster	Consumer	United States	New York	East	OFF-AR-10002833	Office Supplies	Art	Newell 322	3.64	2	0.98	0	Online
CA-2019-154998	7/4/2019	9/4/2019	First Class	ES-14080	Erin Smith	Corporate	United States	New Jersey	East	OFF-PA-10004243	Office Supplies	Paper	Xerox 1939	37.94	2	18.21	0	COD
CA-2019-114405	7/4/2019	12/4/2019	Standard Class	AS-10240	Alan Shonely	Consumer	United States	Pennsylvania	East	OFF-AP-10003278	Office Supplies	Appliances	Belkin 7-Outlet SurgeMaster Home Series	33.53	3	2.51	0	COD
CA-2019-114405	7/4/2019	12/4/2019	Standard Class	AS-10240	Alan Shonely	Consumer	United States	Pennsylvania	East	OFF-ST-10001627	Office Supplies	Storage	Eldon Jumbo ProFile Portable File Boxes Graphite/Black	36.74	3	3.67	0	COD
CA-2019-138520	8/4/2019	13-04-2019	Standard Class	JL-15505	Jeremy Lonsdale	Consumer	United States	New York	East	FUR-BO-10002268	Furniture	Bookcases	Sauder Barrister Bookcases	388.7	6	-4.86	0	COD
CA-2019-138520	8/4/2019	13-04-2019	Standard Class	JL-15505	Jeremy Lonsdale	Consumer	United States	New York	East	OFF-EN-10001137	Office Supplies	Envelopes	"#10 Gummed Flap White Envelopes, 100/Box"	8.26	2	3.8	0	Online
CA-2019-138520	8/4/2019	13-04-2019	Standard Class	JL-15505	Jeremy Lonsdale	Consumer	United States	New York	East	OFF-AR-10002399	Office Supplies	Art	"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"	17.04	4	6.99	0	Online
CA-2019-138520	8/4/2019	13-04-2019	Standard Class	JL-15505	Jeremy Lonsdale	Consumer	United States	New York	East	OFF-PA-10002713	Office Supplies	Paper	"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”"	34.4	5	15.82	0	Online
CA-2019-130477	8/4/2019	12/4/2019	Standard Class	LC-17140	Logan Currie	Consumer	United States	California	West	OFF-PA-10002947	Office Supplies	Paper	Xerox 1923	20.04	3	9.62	0	COD
CA-2019-130477	8/4/2019	12/4/2019	Standard Class	LC-17140	Logan Currie	Consumer	United States	California	West	OFF-ST-10002583	Office Supplies	Storage	Fellowes Neat Ideas Storage Cubes	64.96	2	2.6	0	COD
CA-2019-130477	8/4/2019	12/4/2019	Standard Class	LC-17140	Logan Currie	Consumer	United States	California	West	OFF-PA-10000019	Office Supplies	Paper	Xerox 1931	12.96	2	6.22	0	COD
CA-2019-130946	8/4/2019	12/4/2019	Standard Class	ZC-21910	Zuschuss Carroll	Consumer	United States	Texas	Central	TEC-AC-10001990	Technology	Accessories	Kensington Orbit Wireless Mobile Trackball for PC and Mac	431.93	9	64.79	0	COD
CA-2019-130946	8/4/2019	12/4/2019	Standard Class	ZC-21910	Zuschuss Carroll	Consumer	United States	Texas	Central	FUR-CH-10004540	Furniture	Chairs	Global Chrome Stack Chair	95.98	4	-4.11	0	COD
CA-2019-130946	8/4/2019	12/4/2019	Standard Class	ZC-21910	Zuschuss Carroll	Consumer	United States	Texas	Central	OFF-BI-10004995	Office Supplies	Binders	GBC DocuBind P400 Electric Binding System	1088.79	4	-1850.95	0	Online
CA-2019-104969	8/4/2019	14-04-2019	Standard Class	EH-14125	Eugene Hildebrand	Home Office	United States	Ohio	East	OFF-EN-10002312	Office Supplies	Envelopes	#10 Self-Seal White Envelopes	8.87	1	3.22	0	Online
CA-2019-104969	8/4/2019	14-04-2019	Standard Class	EH-14125	Eugene Hildebrand	Home Office	United States	Ohio	East	OFF-BI-10004224	Office Supplies	Binders	Catalog Binders with Expanding Posts	121.1	6	-100.92	0	COD
CA-2019-124233	8/4/2019	14-04-2019	Standard Class	CK-12595	Clytie Kelty	Consumer	United States	California	West	FUR-FU-10002597	Furniture	Furnishings	"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"	24.7	5	10.37	0	Online
CA-2019-150000	8/4/2019	14-04-2019	Standard Class	PG-18820	Patrick Gardner	Consumer	United States	Georgia	South	OFF-EN-10002973	Office Supplies	Envelopes	Ampad #10 Peel & Seel Holiday Envelopes	17.92	4	8.6	0	COD
US-2019-106600	8/4/2019	11/4/2019	First Class	RM-19375	Raymond Messe	Consumer	United States	Georgia	South	FUR-BO-10001608	Furniture	Bookcases	"Hon Metal Bookcases, Black"	354.9	5	88.73	0	COD
CA-2019-134789	8/4/2019	15-04-2019	Standard Class	CK-12325	Christine Kargatis	Home Office	United States	Arkansas	South	OFF-FA-10002280	Office Supplies	Fasteners	Advantus Plastic Paper Clips	30	6	14.4	0	COD
CA-2019-134789	8/4/2019	15-04-2019	Standard Class	CK-12325	Christine Kargatis	Home Office	United States	Arkansas	South	OFF-PA-10001934	Office Supplies	Paper	Xerox 1993	25.92	4	12.7	0	Online
CA-2019-134789	8/4/2019	15-04-2019	Standard Class	CK-12325	Christine Kargatis	Home Office	United States	Arkansas	South	FUR-FU-10003268	Furniture	Furnishings	Eldon Radial Chair Mat for Low to Medium Pile Carpets	159.92	4	31.98	0	COD
CA-2019-126809	9/4/2019	13-04-2019	Standard Class	EB-13750	Edward Becker	Corporate	United States	Washington	West	OFF-BI-10003712	Office Supplies	Binders	"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"	35.35	9	12.82	0	COD
CA-2019-128517	9/4/2019	14-04-2019	Second Class	SW-20350	Sean Wendt	Home Office	United States	Michigan	Central	TEC-PH-10002555	Technology	Phones	Nortel Meridian M5316 Digital phone	517.9	2	134.65	0	Online
CA-2019-128517	9/4/2019	14-04-2019	Second Class	SW-20350	Sean Wendt	Home Office	United States	Michigan	Central	OFF-BI-10000831	Office Supplies	Binders	Storex Flexible Poly Binders with Double Pockets	5.28	2	2.43	0	COD
CA-2019-117681	9/4/2019	14-04-2019	Standard Class	HF-14995	Herbert Flentye	Consumer	United States	California	West	FUR-BO-10001798	Furniture	Bookcases	Bush Somerset Collection Bookcase	556.67	5	6.55	0	COD
US-2019-114622	10/4/2019	12/4/2019	First Class	JR-16210	Justin Ritter	Corporate	United States	Ohio	East	OFF-BI-10004716	Office Supplies	Binders	Wilson Jones Hanging Recycled Pressboard Data Binders	8.9	2	-6.53	0	COD
CA-2019-124814	10/4/2019	16-04-2019	Standard Class	FM-14215	Filia McAdams	Corporate	United States	California	West	OFF-PA-10002787	Office Supplies	Paper	Xerox 227	12.96	2	6.22	0	COD
CA-2019-124814	10/4/2019	16-04-2019	Standard Class	FM-14215	Filia McAdams	Corporate	United States	California	West	OFF-BI-10000174	Office Supplies	Binders	"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"	23.2	5	8.12	0	COD
CA-2019-123358	10/4/2019	17-04-2019	Standard Class	BT-11680	Brian Thompson	Consumer	United States	California	West	OFF-AP-10004980	Office Supplies	Appliances	3M Replacement Filter for Office Air Cleaner for 20' x 33' Room	113.76	3	44.37	0	COD
CA-2019-123358	10/4/2019	17-04-2019	Standard Class	BT-11680	Brian Thompson	Consumer	United States	California	West	OFF-ST-10001932	Office Supplies	Storage	Fellowes Staxonsteel Drawer Files	579.51	3	81.13	0	COD
CA-2019-123358	10/4/2019	17-04-2019	Standard Class	BT-11680	Brian Thompson	Consumer	United States	California	West	OFF-ST-10000636	Office Supplies	Storage	Rogers Profile Extra Capacity Storage Tub	150.66	9	6.03	0	COD
CA-2019-123358	10/4/2019	17-04-2019	Standard Class	BT-11680	Brian Thompson	Consumer	United States	California	West	OFF-BI-10000069	Office Supplies	Binders	"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"	48.03	4	15.61	0	Online
CA-2019-109652	10/4/2019	15-04-2019	Standard Class	QJ-19255	Quincy Jones	Corporate	United States	Illinois	Central	OFF-AR-10000034	Office Supplies	Art	"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"	13.57	4	3.22	0	COD
CA-2019-112102	12/4/2019	16-04-2019	Standard Class	BD-11605	Brian Dahlen	Consumer	United States	Virginia	South	FUR-TA-10004086	Furniture	Tables	KI Adjustable-Height Table	343.92	4	75.66	0	COD
CA-2019-112102	12/4/2019	16-04-2019	Standard Class	BD-11605	Brian Dahlen	Consumer	United States	Virginia	South	OFF-PA-10000100	Office Supplies	Paper	Xerox 1945	40.99	1	20.09	0	COD
CA-2019-112102	12/4/2019	16-04-2019	Standard Class	BD-11605	Brian Dahlen	Consumer	United States	Virginia	South	OFF-EN-10002500	Office Supplies	Envelopes	Globe Weis Peel & Seel First Class Envelopes	63.9	5	28.76	0	COD
CA-2019-142398	12/4/2019	16-04-2019	Standard Class	BP-11290	Beth Paige	Consumer	United States	California	West	FUR-CH-10001545	Furniture	Chairs	Hon Comfortask Task/Swivel Chairs	638.29	7	-31.91	0	Online
CA-2019-142398	12/4/2019	16-04-2019	Standard Class	BP-11290	Beth Paige	Consumer	United States	California	West	OFF-BI-10004826	Office Supplies	Binders	JM Magazine Binder	13.21	1	4.62	0	COD
CA-2019-163594	12/4/2019	14-04-2019	First Class	JF-15295	Jason Fortune-	Consumer	United States	California	West	OFF-PA-10000809	Office Supplies	Paper	Xerox 206	19.44	3	9.33	0	Online
CA-2019-163594	12/4/2019	14-04-2019	First Class	JF-15295	Jason Fortune-	Consumer	United States	California	West	FUR-CH-10000225	Furniture	Chairs	"Global Geo Office Task Chair, Gray"	194.35	3	-36.44	0	COD
CA-2019-163594	12/4/2019	14-04-2019	First Class	JF-15295	Jason Fortune-	Consumer	United States	California	West	OFF-BI-10003707	Office Supplies	Binders	Aluminum Screw Posts	36.62	3	13.73	0	COD
CA-2019-124254	12/4/2019	17-04-2019	Standard Class	TB-21175	Thomas Boland	Corporate	United States	North Carolina	South	OFF-ST-10001469	Office Supplies	Storage	Fellowes Bankers Box Recycled Super Stor/Drawer	129.55	3	-22.67	0	Online
